,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,200.5259754747233,127.6723023908469,-181.40184516729457,-45.0556011118618,221.55872861963007,-170.65306158443516,-151.26733122465677,209.10066552287626,151.31777350394367,25.244862296187275,53.2574638858636,193.42668059611725,41.53633581514625,-150.38725550668076,103.2544057924375,-31.312090317698217,-161.94650605749817,27.857174906134606,170.71666541045613,89.03351959848055,25.40961133350271,-115.00219620572038,-210.73009785559788,-121.14975252347662,33.81776410786748,20.51175759564432,0.30937063600592585,13.44024439113522,-123.37955442785756,-268.20522504150085,-163.1161115599261,165.97725937713975,267.04647300547526,110.1347754296791,-207.68187017093078,-221.18266922185316,-239.83042870853234,-664.4140423163941,-218.97449464445728,-241.44594884632073,-731.1236823194727,72.3236032383832,372.61661040345166,436.0604502531837,541.6800871832748,348.3573021531889,112.87493473210908,183.03113711969527,347.3850501817862,111.4024722762777,181.70124717563144
1,187.00777001273062,142.0246893111362,-191.02477350190125,92.79683122333495,188.79202320296807,-193.61360614248593,-165.1423017690543,181.70551472725842,113.42131785983103,-9.795966746636028,18.02513612082516,153.5192458643306,4.823678778514126,-177.04036834177288,69.34677198034115,-55.928644732118705,-188.69905826269616,22.230973040106566,162.72087726555714,116.70157812345063,50.17694719015711,-118.25889807131756,-187.0166192866955,-94.80751444400687,26.726259495350938,20.200028289075156,-1.5567864461010943,10.602221955814725,-120.91312968767423,-270.31946150438785,-165.34960934351693,161.52340669227092,258.7897352874622,107.71154967794283,-198.93613321401446,-207.80182537458722,-228.32776420104446,-631.5709260096868,-205.00094220879302,-226.40496618017875,-695.2105059460347,73.13014446916002,362.4247672795812,418.9364602299221,524.586017319978,339.45150164266585,118.62855981853919,259.88246671688563,337.6586314481674,104.7868888981895,81.45967534555997
2,180.56714319045284,106.57957388458235,-208.3199139048639,-176.49958175666129,208.87574810112292,-185.3575979713117,-174.78644383841603,192.8209021592425,136.57600296371882,10.452356167506178,38.02261644234423,181.92149541104047,29.125114793279433,-166.01462353254414,84.2505916557645,-50.87256402802801,-178.94252838662135,44.73970605078925,188.5251076591101,71.13959040225788,4.250535354349729,-99.04559479914872,-224.84704929346952,-145.85295702968824,51.337137527917164,34.55942961495632,8.123287692564254,24.611472396574555,-111.37105785335464,-259.12192791750317,-162.19838151313147,181.9128345741343,274.3101139103614,112.48568997687599,-199.12905417034818,-242.11958469334832,-263.61838253953584,-690.0960566993426,-239.99887833424407,-267.79427416907276,-762.5772211462025,79.01031274009871,354.1711561927132,443.76847339356823,524.7932518565318,329.6281313619936,88.70630812149946,157.68987086262334,328.3325483600308,85.66203274570981,129.61518025836276
3,191.47140077303726,116.0094696512829,-197.8624960958168,-59.09206241991211,212.73454353531918,-181.71221831017954,-165.42915173573047,197.90026532509245,139.06890212554504,9.09550774654442,38.789314617588765,182.38947045661058,28.719978957834606,-162.08737541662944,89.35609706237793,-40.88447261881492,-172.17699121109177,28.324118912546798,174.2863326967245,95.05878818417833,38.210643096134525,-117.63805921195393,-216.92439057844055,-122.3766579173162,35.2419434263046,31.019411946184814,6.264242167671683,21.884861785458227,-118.76707598921041,-282.5760169322525,-187.55780763868512,178.46226805089975,275.53424487953544,121.31452312880873,-206.58791336583462,-217.08850094820278,-241.45556594751835,-728.115343702697,-213.95631998444435,-229.72807962545315,-665.8698265277712,78.26840835857155,384.1990720289406,445.07816191593855,554.636036706854,362.1063664313671,182.48406890634357,193.3984792678543,357.08905717199247,113.23347669208418,63.36239589450223
4,190.1170399584406,116.31640870884696,-197.7023830208862,-59.25202796496701,213.34251547520896,-185.1471019322922,-166.8974310214604,197.76511799066762,141.36986085081048,11.712738413999022,39.82545528854442,184.7838329584623,29.01063221965308,-163.39571472041703,91.25519922875161,-43.50924626267656,-171.0514063739822,31.70238842639812,177.42347699820147,97.39287857974998,34.71117399702657,-114.01862711579362,-218.55021879351887,-131.86574166482905,37.27452498916374,25.726147821309787,1.5933586839156328,15.399922316631539,-122.3001318713071,-284.425484872095,-182.9433602853113,174.60186330915343,285.90947596525933,131.72904286440897,-214.30267042183814,-225.1691088702141,-244.00330554750292,-677.331471697391,-222.7209853700677,-245.2736034321372,-745.1879794045586,75.62954377631813,383.1830459155058,446.1772214391888,554.6590362131527,359.57778084229807,180.89520218402066,190.1574406555664,358.1523220653519,173.60358829305122,99.11390249630571
5,181.5001504501978,107.6598145646179,-210.41222565302942,-174.75247202304425,210.9783139739546,-187.91106969387175,-177.08138627516675,194.26457736640356,138.59046737207967,11.062251505062036,38.1727503926015,183.89113927309762,28.227206615617906,-167.185082996644,86.19000879226635,-51.11993639228209,-179.47661574458309,41.256051070119774,186.00937998100093,71.75442266550822,1.9949663183909996,-103.49714253912326,-229.72598116596615,-156.7750566121696,50.29759815519779,40.50316138758167,15.183554244685523,33.462119738664796,-108.4632352452876,-270.0769323827395,-167.1782387591664,187.97023222733125,281.3161130394949,118.57425755943665,-205.61442642730483,-252.08781240346724,-274.3036620657909,-702.5295245396328,-248.18815970638846,-276.85148194730715,-779.414125049936,78.0604194722585,354.1764956724145,447.99765463604365,526.5529327207271,331.51166715081047,146.9560942649226,158.84076953231872,326.7466130345968,83.70637603273471,133.08932340778455
6,182.71408320059925,110.99653529348308,-186.57984596068098,-58.30405975107497,201.90864481882824,-172.83226585423105,-156.97497942719994,190.63173524845993,132.92936288458935,10.38428864313888,37.16871348252613,174.34118810036696,28.23611211679683,-154.25576746023603,85.46104708743222,-42.094685514671,-165.10486558877707,32.45846612423992,173.68665716144554,94.50925114006225,36.58659722115061,-108.76967789441274,-203.61984178626898,-119.81418178236602,35.00110049014664,22.345812157318484,-2.062634968196224,10.481723076460241,-120.0840207640336,-275.5200973506429,-180.9666569734336,166.34669401061586,275.5561470613551,124.98900285350496,-201.60421712946226,-211.4365136136031,-157.94383882760465,-698.7265471558115,-210.99614113439904,-227.02324035098007,-707.5585684181167,73.30273394321793,360.21287589662364,420.6577197818549,520.6972344803033,337.0721215184296,167.84718471336205,177.5080682473273,336.68136470576894,162.90264056698817,92.09032980227538
7,201.68971030078308,127.36153244116745,-196.85731838408074,-157.58884648586212,223.99382864081903,-179.79489350155507,-163.0633654654174,213.29137027007437,153.44328161054932,21.44020484703395,51.95500021274038,196.58058955500212,40.01067737253406,-154.96900053066872,103.57468665144857,-35.04963998292588,-167.18537885437618,32.98249716020544,186.24864956025573,97.34992223369146,29.150470703686057,-120.28355423601602,-223.16719211340606,-138.95533963860322,37.12720769884159,22.84437076985477,1.8857198671186592,14.723752523689846,-133.15703800052927,-291.297605930644,-180.4323838970602,180.48083664534755,297.37785527687413,137.54020629397235,-218.4112300510558,-271.64798067907304,-294.2429275318534,-713.0987457554979,-270.3485657856961,-299.9504104519339,-801.3195433309644,78.70006916460864,343.58872459720357,466.0803852571594,580.2743674293773,318.16686533405027,128.7625294355491,137.0013683599146,317.662913289331,128.25875108121946,135.45254409005483
8,214.18643513426673,154.89561883434965,-148.00547395152765,-105.37121137756309,226.66522927302356,-185.3341196391117,-117.21997600288299,223.66204824228268,168.3936472662749,37.28363699823137,75.8947670405922,198.11948887776214,5.832990931503997,-268.99668092295855,130.88487868090593,-9.521382938638851,-231.60898777027649,12.579181264277162,163.20877084425751,138.99643437751692,64.32988359892525,-138.05020386430488,-192.86606886260336,-96.69776392050136,12.613147377590725,-3.8400538660528434,-3.020006539048556,-2.9929928974959696,-153.86171684674136,-275.33225854590216,-153.11655554612986,151.111086779377,296.7432285318731,157.1152263723842,-218.54344602893562,-245.78421129112536,-253.83229570849932,-642.8227342279782,-292.8525924786695,-262.4089666144945,-715.5844740821262,62.82682985127233,319.3959764178149,435.14411232409344,537.7901183011637,292.19728256578406,57.45510776542664,3.9248349948071777,296.8185831309452,130.5889293021807,274.79964419936834
9,198.9495685878066,140.60792400635546,-171.3369762059678,-131.88633435430387,214.86072111956685,-211.4081474892184,-141.60970427438446,215.16104914596303,159.82070233128528,31.21175402553431,63.59930358264489,191.86695783718298,40.4736415687577,-234.19070970032692,121.37997793595343,-19.885572873013533,-154.1781181109235,16.021085308086946,166.58569388844393,134.61261824313428,70.79183501571472,-134.54331615834008,-186.6116338686749,-85.11837394968308,14.740369320536265,-11.92036296660366,-9.880263830613131,-12.283646867263233,-160.0859579183917,-278.4264861617249,-156.6008511804333,145.62773911712185,308.7624442462278,158.76427350225114,-232.95894159783424,-265.5495255062522,-275.5678017580582,-672.0565365193445,-316.7588051666807,-288.29680953360577,-757.7573523713661,60.52105416138886,322.28353423461493,445.2644266678403,548.2061188497918,292.67884559562157,51.667523204955856,-7.290694992948565,302.3420052445048,202.45988977377672,348.14385567582906
